IOTS,Adesto Technologies Corporation,2015,Technology,Semiconductors
ADMA,ADMA Biologics Inc,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADBE,Adobe Systems Incorporated,1986,Technology,Computer Software: Prepackaged Software
ADOM,"ADOMANI, Inc.",2017,Capital Goods,Auto Parts:O.E.M.
ADTN,"ADTRAN, Inc.",1994,Public Utilities,Telecommunications Equipment
ADRO,"Aduro Biotech, Inc.",2015,Health Care,Major Pharmaceuticals
ADES,"Advanced Emissions Solutions, Inc.",,Basic Industries,Major Chemicals
AEIS,"Advanced Energy Industries, Inc.",1995,Capital Goods,Industrial Machinery/Components
AMD,"Advanced Micro Devices, Inc.",,Technology,Semiconductors
ADXS,"Advaxis, Inc.",,Health Care,Major Pharmaceuticals
ADXSW,"Advaxis, Inc.",,Health Care,Major Pharmaceuticals
ADVM,"Adverum Biotechnologies, Inc.",2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACT,AdvisorShares Vice ETF,,,
AEGN,Aegion Corp,,Basic Industries,Water Supply
AGLE,"Aeglea BioTherapeutics, Inc.",2016,Health Care,Major Pharmaceuticals
AEHR,Aehr Test Systems,1997,Capital Goods,Electrical Products
AMTX,"Aemetis, Inc",,Basic Industries,Major Chemicals
AERI,"Aerie Pharmaceuticals, Inc.",2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVAV,"AeroVironment, Inc.",2007,Capital Goods,Aerospace
AEZS,AEterna Zentaris Inc.,,Health Care,Major Pharmaceuticals
AEMD,"Aethlon Medical, Inc.",,Capital Goods,Biotechnology: Laboratory Analytical Instruments
GNMX,"Aevi Genomic Medicine, Inc.",,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AFMD,Affimed N.V.,2014,Health Care,Major Pharmaceuticals
AGEN,Agenus Inc.,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGRX,"Agile Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals
AGYS,"Agilysys, Inc.",,Technology,EDP Services
AGIO,"Agios Pharmaceuticals, Inc.",2013,Health Care,Major Pharmaceuticals
AGNC,AGNC Investment Corp.,2008,Consumer Services,Real Estate Investment Trusts
AGNCB,AGNC Investment Corp.,,Consumer Services,Real Estate Investment Trusts
AGNCN,AGNC Investment Corp.,,Consumer Services,Real Estate Investment Trusts
AGFS,"AgroFresh Solutions, Inc.",2014,Finance,Business Services
AGFSW,"AgroFresh Solutions, Inc.",2014,Finance,Business Services
ALRN,"Aileron Therapeutics, Inc.",2017,Health Care,Major Pharmaceuticals
AIMT,"Aimmune Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals
AIRT,"Air T, Inc.",,Transportation,Air Freight/Delivery Services
ATSG,"Air Transport Services Group, Inc",,Transportation,Air Freight/Delivery Services
AIRG,"Airgain, Inc.",2016,Technology,Radio And Television Broadcasting And Communications Equipment
AMCN,AirMedia Group Inc,2007,Technology,Advertising
AKAM,"Akamai Technologies, Inc.",1999,Miscellaneous,Business Services
AKTX,Akari Therapeutics Plc,,Health Care,Major Pharmaceuticals
AKCA,"Akcea Therapeutics, Inc.",2017,Health Care,Major Pharmaceuticals
AKBA,"Akebia Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals
AKER,Akers Biosciences Inc,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
AKRX,"Akorn, Inc.",,Health Care,Major Pharmaceuticals
AKTS,"Akoustis Technologies, Inc.",,Public Utilities,Telecommunications Equipment
ALRM,"Alarm.com Holdings, Inc.",2015,Technology,Computer Software: Prepackaged Software
ALSK,"Alaska Communications Systems Group, Inc.",1999,Public Utilities,Telecommunications Equipment
ALBO,"Albireo Pharma, Inc.",,Health Care,Major Pharmaceuticals
ABDC,Alcentra Capital Corp.,,,
ALDR,"Alder BioPharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
ALDX,"Aldeyra Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals
ALXN,"Alexion Pharmaceuticals, Inc.",1996,Health Care,Major Pharmaceuticals
ALCO,"Alico, Inc.",,Consumer Non-Durables,Farming/Seeds/Milling
ALGN,"Align Technology, Inc.",2001,Health Care,Industrial Specialties
ALIM,"Alimera Sciences, Inc.",2010,Health Care,Major Pharmaceuticals
ALJJ,"ALJ Regional Holdings, Inc.",,Miscellaneous,Business Services
ALKS,Alkermes plc,1991,Health Care,Major Pharmaceuticals
ABTX,"Allegiance Bancshares, Inc.",2015,Finance,Major Banks
ALGT,Allegiant Travel Company,2006,Transportation,Air Freight/Delivery Services
ALNA,"Allena Pharmaceuticals, Inc.",2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AHGP,"Alliance Holdings GP, L.P.",2006,Energy,Coal Mining
AMMA,"Alliance MMA, Inc.",2016,Consumer Services,Services-Misc. Amusement & Recreation
ARLP,"Alliance Resource Partners, L.P.",1999,Energy,Coal Mining
AHPI,"Allied Healthcare Products, Inc.",1992,Health Care,Industrial Specialties
AMOT,"Allied Motion Technologies, Inc.",,Capital Goods,Electrical Products
ALQA,"Alliqua BioMedical, Inc.",,Health Care,Medical/Dental Instruments
ALLT,Allot Communications Ltd.,2006,Technology,Computer Communications Equipment
MDRX,"Allscripts Healthcare Solutions, Inc.",,Technology,EDP Services
AFAM,Almost Family Inc,,Health Care,Medical/Nursing Services
ALNY,"Alnylam Pharmaceuticals, Inc.",2004,Health Care,Major Pharmaceuticals
AOSL,Alpha and Omega Semiconductor Limited,2010,Technology,Semiconductors
GOOG,Alphabet Inc.,2004,Technology,"Computer Software: Programming, Data Processing"
GOOGL,Alphabet Inc.,,Technology,"Computer Software: Programming, Data Processing"
SMCP,AlphaMark Actively Managed Small Cap ETF,,,
ATEC,"Alphatec Holdings, Inc.",2006,Health Care,Medical/Dental Instruments
ALPN,"Alpine Immune Sciences, Inc.",2015,Health Care,Major Pharmaceuticals
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,,,
AMR,"Alta Mesa Resources, Inc.",2017,Finance,Business Services
AMRWW,"Alta Mesa Resources, Inc.",2017,Finance,Business Services
AABA,Altaba Inc.,,Technology,EDP Services
ALTR,Altair Engineering Inc.,2017,Technology,Computer Software: Prepackaged Software
ALT,"Altimmune, Inc.",,Health Care,Major Pharmaceuticals
ASPS,Altisource Portfolio Solutions S.A.,,Consumer Services,Other Consumer Services
AIMC,Altra Industrial Motion Corp.,2006,Capital Goods,Industrial Machinery/Components
AMAG,"AMAG Pharmaceuticals, Inc.",,Health Care,Major Pharmaceuticals
AMRN,Amarin Corporation plc,,Health Care,Major Pharmaceuticals
AMRK,"A-Mark Precious Metals, Inc.",,Basic Industries,Other Specialty Stores
AMZN,"Amazon.com, Inc.",1997,Consumer Services,Catalog/Specialty Distribution
AMBC,"Ambac Financial Group, Inc.",,Finance,Property-Casualty Insurers
AMBCW,"Ambac Financial Group, Inc.",,Finance,Property-Casualty Insurers
AMBA,"Ambarella, Inc.",2012,Technology,Semiconductors
AMCX,AMC Networks Inc.,,Consumer Services,Television Services
DOX,Amdocs Limited,,Technology,EDP Services
AMDA,Amedica Corporation,2014,Health Care,Medical/Dental Instruments
AMED,Amedisys Inc,,Health Care,Medical/Nursing Services
UHAL,Amerco,,Consumer Services,Rental/Leasing Companies
AMRH,"Ameri Holdings, Inc.",,Technology,Semiconductors
AMRHW,"Ameri Holdings, Inc.",,Technology,Semiconductors
ATAX,"America First Multifamily Investors, L.P.",,Finance,Finance: Consumer Services
AMOV,"America Movil, S.A.B. de C.V.",,Public Utilities,Telecommunications Equipment
AAL,"American Airlines Group, Inc.",,Transportation,Air Freight/Delivery Services
ACSF,"American Capital Senior Floating, Ltd.",2014,,
AETI,"American Electric Technologies, Inc.",,Energy,Industrial Machinery/Components
AMNB,"American National Bankshares, Inc.",,Finance,Major Banks
ANAT,American National Insurance Company,,Finance,Life Insurance
AOBC,American Outdoor Brands Corporation,,Capital Goods,Ordnance And Accessories
APEI,"American Public Education, Inc.",2007,Consumer Services,Other Consumer Services
ARII,"American Railcar Industries, Inc.",2006,Capital Goods,Railroads
AMRB,American River Bankshares,,Finance,Major Banks
AMSWA,"American Software, Inc.",,Technology,Computer Software: Prepackaged Software
AMSC,American Superconductor Corporation,1991,Consumer Durables,Metal Fabrications
AMWD,American Woodmark Corporation,1986,Basic Industries,Forest Products
CRMT,"America&#39;s Car-Mart, Inc.",,Consumer Durables,Automotive Aftermarket
ABCB,Ameris Bancorp,1994,Finance,Major Banks
AMSF,"AMERISAFE, Inc.",2005,Finance,Property-Casualty Insurers
ASRV,AmeriServ Financial Inc.,,Finance,Major Banks
ASRVP,AmeriServ Financial Inc.,,Finance,Major Banks
ATLO,Ames National Corporation,,Finance,Major Banks
AMGN,Amgen Inc.,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FOLD,"Amicus Therapeutics, Inc.",2007,Health Care,Major Pharmaceuticals
AMKR,"Amkor Technology, Inc.",1998,Technology,Semiconductors
AMPH,"Amphastar Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
IBUY,Amplify Online Retail ETF,,,
ASYS,"Amtech Systems, Inc.",,Technology,Industrial Machinery/Components
AFSI,"AmTrust Financial Services, Inc.",,Finance,Property-Casualty Insurers
AMRS,"Amyris, Inc.",2010,Basic Industries,Major Chemicals
ADI,"Analog Devices, Inc.",,Technology,Semiconductors
ALOG,Analogic Corporation,1972,Capital Goods,Electrical Products
ANAB,"AnaptysBio, Inc.",2017,Health Care,Major Pharmaceuticals
AVXL,Anavex Life Sciences Corp.,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ANCB,Anchor Bancorp,2011,Finance,Banks
ANDA,Andina Acquisition Corp. II,2015,Finance,Business Services
ANDAR,Andina Acquisition Corp. II,2015,Finance,Business Services
ANDAU,Andina Acquisition Corp. II,2015,Finance,Business Services
ANDAW,Andina Acquisition Corp. II,2015,Finance,Business Services
ANGI,ANGI Homeservices Inc.,,Consumer Services,Advertising
ANGO,"AngioDynamics, Inc.",2004,Health Care,Medical/Dental Instruments
ANIP,"ANI Pharmaceuticals, Inc.",,Health Care,Major Pharmaceuticals
ANIK,Anika Therapeutics Inc.,,Health Care,Medical/Dental Instruments
ANSS,"ANSYS, Inc.",1996,Technology,Computer Software: Prepackaged Software
ATRS,"Antares Pharma, Inc.",,Health Care,Medical/Dental Instruments
ANTH,"Anthera Pharmaceuticals, Inc.",2010,Health Care,Major Pharmaceuticals
APLS,"Apellis Pharmaceuticals, Inc.",2017,Health Care,Major Pharmaceuticals
APOG,"Apogee Enterprises, Inc.",,Capital Goods,Auto Parts:O.E.M.
APEN,"Apollo Endosurgery, Inc.",,Health Care,Medical/Dental Instruments
AINV,Apollo Investment Corporation,2004,,
AMEH,"Apollo Medical Holdings, Inc.",,Consumer Services,Professional Services
APPF,"AppFolio, Inc.",2015,Technology,Computer Software: Prepackaged Software
APPN,Appian Corporation,2017,Technology,Computer Software: Prepackaged Software
AAPL,Apple Inc.,1980,Technology,Computer Manufacturing
ARCI,"Appliance Recycling Centers of America, Inc.",,Consumer Services,Home Furnishings
APDN,Applied DNA Sciences Inc,,Consumer Services,Other Consumer Services
APDNW,Applied DNA Sciences Inc,,Consumer Services,Other Consumer Services
AGTC,Applied Genetic Technologies Corporation,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMAT,"Applied Materials, Inc.",1972,Technology,Semiconductors
AAOI,"Applied Optoelectronics, Inc.",2013,Technology,Semiconductors
AREX,Approach Resources Inc.,2007,Energy,Oil & Gas Production
APTI,"Apptio, Inc.",2016,Technology,Computer Software: Prepackaged Software
APRI,"Apricus Biosciences, Inc.",,Health Care,Major Pharmaceuticals
APVO,Aptevo Therapeutics Inc.,,Health Care,Major Pharmaceuticals
APTO,"Aptose Biosciences, Inc.",,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AQMS,"Aqua Metals, Inc.",2015,Basic Industries,Metal Fabrications
AQB,"AquaBounty Technologies, Inc.",,,
AQXP,"Aquinox Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
ARDM,Aradigm Corporation,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ARLZ,Aralez Pharmaceuticals Inc.,,Health Care,Major Pharmaceuticals
PETX,"Aratana Therapeutics, Inc.",2013,Health Care,Major Pharmaceuticals
ABUS,Arbutus Biopharma Corporation,,Health Care,Major Pharmaceuticals
ARCW,"ARC Group Worldwide, Inc.",,Capital Goods,Metal Fabrications
ABIO,"ARCA biopharma, Inc.",,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
RKDA,"Arcadia Biosciences, Inc.",2015,Basic Industries,Agricultural Chemicals
ARCB,ArcBest Corporation,,Transportation,Trucking Freight/Courier Services
ACGL,Arch Capital Group Ltd.,,Finance,Property-Casualty Insurers
ACGLO,Arch Capital Group Ltd.,,Finance,Property-Casualty Insurers
ACGLP,Arch Capital Group Ltd.,,Finance,Property-Casualty Insurers
APLP,"Archrock Partners, L.P.",,Public Utilities,Natural Gas Distribution
FUV,"Arcimoto, Inc.",2017,Consumer Non-Durables,Motor Vehicles
ARCT,Arcturus Therapeutics Ltd.,2013,,
ARDX,"Ardelyx, Inc.",2014,Health Care,Major Pharmaceuticals
ARNA,"Arena Pharmaceuticals, Inc.",2000,Health Care,Major Pharmaceuticals
ARCC,Ares Capital Corporation,2004,,
ARGX,argenx SE,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGII,"Argo Group International Holdings, Ltd.",,Finance,Specialty Insurers
AGIIL,"Argo Group International Holdings, Ltd.",,Finance,Specialty Insurers
ARGS,"Argos Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals
ARKR,Ark Restaurants Corp.,,Consumer Services,Restaurants
ARMO,"ARMO BioSciences, Inc.",2018,Health Care,Major Pharmaceuticals
ARTX,Arotech Corporation,1994,Miscellaneous,Industrial Machinery/Components
ARQL,"ArQule, Inc.",1996,Health Care,Major Pharmaceuticals
ARRY,Array BioPharma Inc.,2000,Health Care,Major Pharmaceuticals
ARRS,ARRIS International plc,,Technology,Radio And Television Broadcasting And Communications Equipment
DWCR,Arrow DWA Country Rotation ETF,,,
DWAT,Arrow DWA Tactical ETF,,,
AROW,Arrow Financial Corporation,,Finance,Major Banks
ARWR,"Arrowhead Pharmaceuticals, Inc.",,Health Care,Major Pharmaceuticals
ASNS,"Arsanis, Inc.",2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARTNA,Artesian Resources Corporation,,Public Utilities,Water Supply
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",,Capital Goods,Industrial Machinery/Components
ASNA,"Ascena Retail Group, Inc.",,Consumer Services,Clothing/Shoe/Accessory Stores
ASND,Ascendis Pharma A/S,2015,Health Care,Major Pharmaceuticals
ASCMA,"Ascent Capital Group, Inc.",,Consumer Services,Other Consumer Services
APWC,Asia Pacific Wire & Cable Corporation Limited,,Basic Industries,Telecommunications Equipment
ASML,ASML Holding N.V.,1995,Technology,Industrial Machinery/Components
ASPU,Aspen Group Inc.,,Consumer Services,Other Consumer Services
AZPN,"Aspen Technology, Inc.",1994,Technology,EDP Services
ASMB,"Assembly Biosciences, Inc.",,Health Care,Major Pharmaceuticals
ASFI,"Asta Funding, Inc.",1995,Finance,Finance Companies
ASTE,"Astec Industries, Inc.",1986,Capital Goods,Construction/Ag Equipment/Trucks
ATRO,Astronics Corporation,,Capital Goods,Military/Government/Technical
ALOT,"AstroNova, Inc.",1983,Technology,Computer peripheral equipment
ASTC,Astrotech Corporation,,Capital Goods,Military/Government/Technical
ASUR,Asure Software Inc,,Technology,EDP Services
ASV,"ASV Holdings, Inc.",2017,Capital Goods,Construction/Ag Equipment/Trucks
ATAI,ATA Inc.,2008,Consumer Services,Other Consumer Services
ATRA,"Atara Biotherapeutics, Inc.",2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATHN,"athenahealth, Inc.",2007,Miscellaneous,Business Services
ATNX,"Athenex, Inc.",2017,Health Care,Major Pharmaceuticals
ATHX,"Athersys, Inc.",,Health Care,Major Pharmaceuticals
ATAC,Atlantic Acquisition Corp.,2017,Finance,Business Services
ATACR,Atlantic Acquisition Corp.,2017,Finance,Business Services
ATACU,Atlantic Acquisition Corp.,2017,Finance,Business Services
AAME,Atlantic American Corporation,,Finance,Life Insurance
ACBI,"Atlantic Capital Bancshares, Inc.",,Finance,Major Banks
ACFC,Atlantic Coast Financial Corporation,,Finance,Savings Institutions
AY,Atlantica Yield plc,2014,Public Utilities,Electric Utilities: Central
ATLC,Atlanticus Holdings Corporation,1995,Finance,Finance: Consumer Services
AAWW,Atlas Air Worldwide Holdings,,Transportation,Transportation Services
AFH,"Atlas Financial Holdings, Inc.",2013,Finance,Property-Casualty Insurers
AFHBL,"Atlas Financial Holdings, Inc.",,Finance,Property-Casualty Insurers
TEAM,Atlassian Corporation Plc,2015,Technology,Computer Software: Prepackaged Software
ATNI,"ATN International, Inc.",,Public Utilities,Telecommunications Equipment
ATOM,Atomera Incorporated,2016,Technology,Semiconductors
ATOS,Atossa Genetics Inc.,2012,Health Care,Major Pharmaceuticals
ATRC,"AtriCure, Inc.",2005,Health Care,Medical/Dental Instruments
ATRI,Atrion Corporation,,Health Care,Medical/Dental Instruments
ATTU,Attunity Ltd.,,Technology,Computer Software: Prepackaged Software
LIFE,"aTyr Pharma, Inc.",2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUBN,"Auburn National Bancorporation, Inc.",,Finance,Major Banks
BOLD,"Audentes Therapeutics, Inc.",2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUDC,AudioCodes Ltd.,1999,Public Utilities,Telecommunications Equipment
AUPH,Aurinia Pharmaceuticals Inc,,Health Care,Major Pharmaceuticals
EARS,Auris Medical Holding AG,2014,Health Care,Major Pharmaceuticals
ADSK,"Autodesk, Inc.",,Technology,Computer Software: Prepackaged Software
ADP,"Automatic Data Processing, Inc.",,Technology,EDP Services
AUTO,"AutoWeb, Inc.",,Technology,"Computer Software: Programming, Data Processing"
AVDL,Avadel Pharmaceuticals plc,,Health Care,Major Pharmaceuticals
ATXI,"Avenue Therapeutics, Inc.",2017,Health Care,Major Pharmaceuticals
AVEO,"AVEO Pharmaceuticals, Inc.",2010,Health Care,Major Pharmaceuticals
AVXS,"AveXis, Inc.",2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVNW,"Aviat Networks, Inc.",,Technology,Radio And Television Broadcasting And Communications Equipment
CDMO,"Avid Bioservices, Inc.",,Health Care,Major Pharmaceuticals
CDMOP,"Avid Bioservices, Inc.",,Health Care,Major Pharmaceuticals
AVID,"Avid Technology, Inc.",1993,Technology,Computer Software: Prepackaged Software
AVGR,"Avinger, Inc.",2015,Health Care,Medical/Dental Instruments
CAR,"Avis Budget Group, Inc.",,Consumer Services,Rental/Leasing Companies
AHPA,Avista Healthcare Public Acquisition Corp.,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AHPAU,Avista Healthcare Public Acquisition Corp.,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AHPAW,Avista Healthcare Public Acquisition Corp.,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AWRE,"Aware, Inc.",1996,Technology,Computer Software: Prepackaged Software
ACLS,"Axcelis Technologies, Inc.",2000,Technology,Industrial Machinery/Components
AXGN,"AxoGen, Inc.",,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AAXN,"Axon Enterprise, Inc.",,Capital Goods,Ordnance And Accessories
AXON          ,Axovant Sciences Ltd.,,Health Care,Major Pharmaceuticals
AXSM,"Axsome Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals
AXTI,AXT Inc,1998,Technology,Semiconductors
AYTU,"Aytu BioScience, Inc.",,Health Care,Major Pharmaceuticals
AZRX,"AzurRx BioPharma, Inc.",2016,Health Care,Major Pharmaceuticals
BCOM,B Communications Ltd.,,Consumer Services,Telecommunications Equipment
RILY,"B. Riley Financial, Inc.",,Miscellaneous,Business Services
RILYG,"B. Riley Financial, Inc.",,Miscellaneous,Business Services
RILYL,"B. Riley Financial, Inc.",,Miscellaneous,Business Services
RILYZ,"B. Riley Financial, Inc.",,Miscellaneous,Business Services
BOSC,B.O.S. Better Online Solutions,,Technology,Computer Communications Equipment
BIDU,"Baidu, Inc.",2005,Technology,"Computer Software: Programming, Data Processing"
BCPC,Balchem Corporation,,Basic Industries,Major Chemicals
BWINA,"Baldwin & Lyons, Inc.",,Finance,Property-Casualty Insurers
BWINB,"Baldwin & Lyons, Inc.",,Finance,Property-Casualty Insurers
BLDP,"Ballard Power Systems, Inc.",,Energy,Industrial Machinery/Components
BANF,BancFirst Corporation,1993,Finance,Major Banks
BANFP,BancFirst Corporation,,Finance,Major Banks
BCTF,"Bancorp 34, Inc.",,Finance,Savings Institutions
BAND,Bandwidth Inc.,2017,Technology,Computer Software: Prepackaged Software
BOCH,Bank of Commerce Holdings (CA),,Finance,Major Banks
BMRC,Bank of Marin Bancorp,,Finance,Major Banks
BMLP,Bank Of Montreal,,Finance,Commercial Banks
BKSC,Bank of South Carolina Corp.,,Finance,Major Banks
BOTJ,"Bank of the James Financial Group, Inc.",,Finance,Major Banks
OZRK,Bank of the Ozarks,1997,Finance,Major Banks
BFIN,BankFinancial Corporation,,Finance,Savings Institutions
BWFG,"Bankwell Financial Group, Inc.",2014,Finance,Major Banks
BANR,Banner Corporation,,Finance,Major Banks
BZUN,Baozun Inc.,2015,Consumer Services,Catalog/Specialty Distribution
DFVL,Barclays PLC,,Finance,Commercial Banks
DFVS,Barclays PLC,,Finance,Commercial Banks
DLBL,Barclays PLC,,Finance,Commercial Banks
DLBS,Barclays PLC,,Finance,Commercial Banks
DTUL,Barclays PLC,,Finance,Commercial Banks
DTUS,Barclays PLC,,Finance,Commercial Banks
DTYL,Barclays PLC,,Finance,Commercial Banks
DTYS,Barclays PLC,,Finance,Commercial Banks
FLAT,Barclays PLC,,Finance,Commercial Banks
STPP,Barclays PLC,,Finance,Commercial Banks
TAPR,Barclays PLC,,Finance,Commercial Banks
BHAC,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
BHACR,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
BHACU,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
BHACW,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
BBSI,"Barrett Business Services, Inc.",1993,Technology,Professional Services
BSET,"Bassett Furniture Industries, Incorporated",,Consumer Durables,Home Furnishings
BYBK,"Bay Bancorp, Inc.",,Finance,Major Banks
BCBP,"BCB Bancorp, Inc. (NJ)",2005,Finance,Savings Institutions
BECN,"Beacon Roofing Supply, Inc.",2004,Consumer Services,RETAIL: Building Materials
BSF,"Bear State Financial, Inc.",,Finance,Major Banks
BBGI,"Beasley Broadcast Group, Inc.",2000,Consumer Services,Broadcasting
BBBY,Bed Bath & Beyond Inc.,1992,Consumer Services,Home Furnishings
BGNE,"BeiGene, Ltd.",2016,Health Care,Major Pharmaceuticals
BELFA,Bel Fuse Inc.,,Capital Goods,Electrical Products
BELFB,Bel Fuse Inc.,,Capital Goods,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals
BLCM,"Bellicum Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
BNCL,"Beneficial Bancorp, Inc.",,Finance,Savings Institutions
BNFT,"Benefitfocus, Inc.",2013,Technology,Computer Software: Prepackaged Software
BNTC,Benitec Biopharma Limited,2015,Health Care,Major Pharmaceuticals
BNTCW,Benitec Biopharma Limited,2015,Health Care,Major Pharmaceuticals
BYSI,"BeyondSpring, Inc.",2017,Health Care,Major Pharmaceuticals
BGCP,"BGC Partners, Inc.",,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,2002,Consumer Services,Other Specialty Stores
